"","cause_name","sex","ageGroup","yld_nm_mean","yld_nm_upper","yld_nm_lower","yld_rt_mean","yld_rt_upper","yld_rt_lower","yll_nm_mean","yll_nm_upper","yll_nm_lower","yll_rt_mean","yll_rt_upper","yll_rt_lower"
"1432","Mechanical forces (other)","Female","00-14",68.53645,172.02085,15.9079,0.387311,1.0447395,0.080866,1763.81,3540.635,705.049,14.617675,29.4052,5.55202
"1433","Mechanical forces (other)","Female","15-24",116.7112,234.3075,38.9979,1.1343365,2.27791,0.3787885,392.4055,801.225,167.5385,3.815455,7.791545,1.629035
"1434","Mechanical forces (other)","Female","25-44",235.0905,419.52725,104.1053,2.3191375,4.1386725,1.02693425,495.94925,998.0115,209.99575,4.88762,9.8425875,2.07203
"1435","Mechanical forces (other)","Female","45-64",338.23825,612.4785,150.28925,3.2848475,5.96677,1.4482675,695.6775,1427.585,200.83575,6.8552575,14.062575,1.9220525
"1436","Mechanical forces (other)","Female","65+",310.3485,543.6655,134.1851,2.80392,5.042165,1.129885,1245.805,2370.665,240.41435,10.224635,20.29295,1.844215
"1437","Mechanical forces (other)","Male","00-14",170.0919,347.443,60.883,0.926247,2.017805,0.295774,3816.475,8508.785,1547.37,28.41425,63.2336,11.09477
"1438","Mechanical forces (other)","Male","15-24",621.9455,1014.658,322.722,5.73312,9.35498,2.974225,5693.19,16662.6,2137.235,52.5196,153.68685,19.7178
"1439","Mechanical forces (other)","Male","25-44",1804.17,2883.1725,1020.81425,17.38765,27.773625,9.8390125,7330.1825,18867.8,2966.0725,70.3238,180.5755,28.453275
"1440","Mechanical forces (other)","Male","45-64",2038.7,3261.155,1112.704,20.583475,32.9494,11.206875,7809.265,17305.225,3115.395,78.7626,174.00875,31.0447
"1441","Mechanical forces (other)","Male","65+",1224.0585,2084.935,643.929,14.9501,25.49965,7.85224,4949.15,8920.38,1942.3605,58.97435,111.1838,21.19565
"1442","Meningitis","Female","00-14",484.692,981.419,166.89365,2.914485,6.14557,0.918954,5673.045,9076.23,3332.375,50.27855,80.2422,29.617535
"1443","Meningitis","Female","15-24",341.262,726.537,80.2223,3.32031,7.06896,0.7806605,1492.285,3137.305,586.689,14.51715,30.5236,5.7071
"1444","Meningitis","Female","25-44",596.9415,1176.34,164.3205,5.89587,11.616575,1.6249,1194.94,2301.1325,552.753,11.78715,22.6985,5.45168
"1445","Meningitis","Female","45-64",1267.84025,2448.115,370.808,12.6607075,24.442225,3.7007475,1717.275,3069.385,833.1075,16.62755,29.7227,8.0593475
"1446","Meningitis","Female","65+",3567.415,6729.435,1437.058,29.678,56.26115,10.85804,2388.35,3746.995,1448.4125,19.99295,32.56105,11.453565
"1447","Meningitis","Male","00-14",659.135,1301.4375,244.33505,3.783665,7.697195,1.300967,6491.39,11067.87,3565.31,54.43845,93.1766,29.83353
"1448","Meningitis","Male","15-24",504.9,1012.517,130.4315,4.66936,9.362655,1.207085,1964.81,4109.915,899.062,18.17065,38.02625,8.31102
"1449","Meningitis","Male","25-44",942.73525,1772.2075,272.82225,9.08206,17.06985,2.6306125,1926.3275,3759.4125,936.08,18.51765,36.134275,8.99066
"1450","Meningitis","Male","45-64",1748.4375,3340.925,528.19125,18.284,34.969425,5.53732,2705.21,5074.6275,1362.6105,26.65735,49.929225,13.406745
"1451","Meningitis","Male","65+",3407.475,6237.45,1431.394,38.6876,70.9587,15.46415,2232.31,3573.935,1336.8925,24.86905,40.557,14.5242
"1452","Meningococcal infection","Female","00-14",97.0051,260.1265,22.6045,0.5512795,1.615995,0.1149075,883.3735,1564.604,450.2975,7.40705,13.101655,3.723445
"1453","Meningococcal infection","Female","15-24",67.43695,234.0445,5.711685,0.656014,2.27624,0.05557835,317.3105,671.9855,123.9965,3.087225,6.53829,1.206465
"1454","Meningococcal infection","Female","25-44",110.00745,298.19125,13.1129725,1.087054,2.94598,0.130174525,224.88575,438.34425,99.313725,2.2189075,4.3262075,0.9796005
"1455","Meningococcal infection","Female","45-64",203.95975,460.13925,41.939975,2.02231,4.528305,0.4217855,271.4745,500.113,129.18,2.61231,4.8226475,1.240685
"1456","Meningococcal infection","Female","65+",431.142,821.401,159.6264,3.76296,7.210895,1.231634,269.694,450.97,152.48105,2.375425,4.097115,1.27659
"1457","Meningococcal infection","Male","00-14",136.355,338.6885,32.49505,0.745219,2.013195,0.157863,1020.4655,1875.7,499.107,8.07718,15.074315,3.879775
"1458","Meningococcal infection","Male","15-24",100.49645,288.5375,9.850765,0.929435,2.66925,0.0910647,414.983,836.118,183.56,3.83849,7.737775,1.69735
"1459","Meningococcal infection","Male","25-44",172.81275,394.52725,30.308925,1.664545,3.7940625,0.292782,359.3185,711.94775,169.4765,3.4520425,6.8397575,1.627495
"1460","Meningococcal infection","Male","45-64",277.5255,571.46575,63.604025,2.88316,5.9193775,0.6658375,430.111,812.6615,209.03975,4.211145,7.95667,2.04989
"1461","Meningococcal infection","Male","65+",421.1845,778.737,167.53985,4.928255,9.188655,1.84981,256.4165,419.48,144.4674,2.959185,4.96786,1.6273
"1462","Mental and behavioral disorders","Female","00-14",153925.175,198470.685,116958.055,794.7991,1027.5426,602.17075,1160.7185,2416.755,374.325,9.16137,19.62903,2.973555
"1463","Mental and behavioral disorders","Female","15-24",421972.5,531315.5,326159,4101.735,5164.64,3170.33,12838.025,28053.55,3325.075,124.62425,272.418,32.27735
"1464","Mental and behavioral disorders","Female","25-44",478559.25,587284.75,379029.25,4729.1875,5803.565,3745.88,34240.125,68856.525,12808.9075,337.85225,679.743,126.475625
"1465","Mental and behavioral disorders","Female","45-64",397028.75,489948.75,314069.75,3810.4725,4701.0225,3015.84,30273.825,61269.7,12038.995,283.009,572.7185,113.347225
"1466","Mental and behavioral disorders","Female","65+",288184,356447.5,224854,2610.37,3220.585,2035.88,14260.695,26038.25,6723.66,124.034,229.892,59.34735
"1467","Mental and behavioral disorders","Male","00-14",160890.6,213464.8,119458.55,821.0805,1093.4965,606.881,1839.55,3956.58,541.9055,13.71063,30.31915,4.24787
"1468","Mental and behavioral disorders","Male","15-24",443187.5,562679,342242,4093.27,5196.9,3161.05,46549.8,96101.7,11560.235,428.953,885.863,106.5428
"1469","Mental and behavioral disorders","Male","25-44",467544,583590,366375.5,4479.7875,5589.905,3512.2275,101714.325,217566.25,37559.425,977.4915,2088.365,362.02575
"1470","Mental and behavioral disorders","Male","45-64",326774.5,407851.25,259258,3260.8375,4070.135,2587.4425,82963.9,155048.375,36592.675,808.24375,1509.245,357.44025
"1471","Mental and behavioral disorders","Male","65+",164656.5,203434.5,132005,1990.52,2461.39,1592.56,21889.45,39890.2,11490.895,273.245,502.6755,139.873
"1472","Migraine","Female","00-14",11206.21337275,16234.4,7117.1,56.9656300655,82.526,36.17905,0,0,0,0,0,0
"1473","Migraine","Female","15-24",46417.15,66059.95,29644.35,451.325,642.325,288.24,0,0,0,0,0,0
"1474","Migraine","Female","25-44",49664.625,70985.05,31654.55,490.70675,701.366,312.73575,0,0,0,0,0,0
"1475","Migraine","Female","45-64",41243.225,59770.425,26275.675,393.88475,570.748,251.1865,0,0,0,0,0,0
"1476","Migraine","Female","65+",23537.15,33659.4,15405.7,222.6695,319.645,146.593,0,0,0,0,0,0
"1477","Migraine","Male","00-14",12074.4,17251.2,7727.25,58.6584,83.8074,37.5396,0,0,0,0,0,0
"1478","Migraine","Male","15-24",27340.25,38749.55,17666.9,252.667,358.1355,163.253,0,0,0,0,0,0
"1479","Migraine","Male","25-44",27430.65,38879.775,17372.375,263.2255,373.153,166.67975,0,0,0,0,0,0
"1480","Migraine","Male","45-64",20738.3,29726.375,13057.2725,206.65325,296.21925,130.3685,0,0,0,0,0,0
"1481","Migraine","Male","65+",9827.475,14033.25,6456.53,120.6185,172.2795,79.11085,0,0,0,0,0,0
"1482","Motor vehicle accidents","Female","00-14",2397.648,3918.3815,1369.6892,12.835785,21.367275,7.1276145,30987.95,45031.6,21643.4,221.2865,325.2575,150.6485
"1483","Motor vehicle accidents","Female","15-24",6756.355,10240.925,4200.175,65.6712,99.54185,40.82415,85720.85,106923.5,65487.9,834.3745,1040.599,637.538
"1484","Motor vehicle accidents","Female","25-44",10668.1475,15911.475,6756.4725,105.41985,157.2025,66.780375,38627.9,55834.775,26214.175,381.2125,551.2185,258.69525
"1485","Motor vehicle accidents","Female","45-64",11004.525,16582.7,6928.6125,105.989675,159.709,66.77875,28655.075,43268.2,17469.725,275.63075,415.43225,168.32175
"1486","Motor vehicle accidents","Female","65+",9405.6,14154.33,6054.74,84.00895,127.0075,53.60915,24071.5,35601.95,17099,219.3575,323.57,150.78
"1487","Motor vehicle accidents","Male","00-14",4406.6715,7108.9225,2640.705,22.49799,36.68874,13.240435,43733.1,71800.95,29113.6,291.0125,491.0955,188.214
"1488","Motor vehicle accidents","Male","15-24",13525.95,20845.55,8475.88,124.9315,192.563,78.28665,231984.5,302269.5,171179,2143.615,2793.045,1581.46
"1489","Motor vehicle accidents","Male","25-44",22306,33636.475,14374.55,214.5575,323.52925,138.30825,110656.3,158429.75,68573.375,1055.12725,1511.11,652.967
"1490","Motor vehicle accidents","Male","45-64",22798.225,34281.25,14638.975,230.231,346.6815,147.73525,64630.65,94334.45,35801.6,641.509,936.87675,354.21025
"1491","Motor vehicle accidents","Male","65+",16485.25,24641.7,10796.51,195.0155,291.5515,127.2115,34941.8,52033.35,21960.75,412.1385,615.874,247.46
"1492","Motorized vehicle with three or more wheels","Female","00-14",1782.5975,2910.915,1025.66805,9.502665,15.77692,5.3372065,21211.1,32994.35,13344.57,149.716,236.38,90.9376
"1493","Motorized vehicle with three or more wheels","Female","15-24",6097.94,9243.235,3790.495,59.27635,89.85165,36.84525,76479.5,98877.05,55520.35,744.5005,962.3785,540.575
"1494","Motorized vehicle with three or more wheels","Female","25-44",8965.4775,13373.525,5676.47,88.60335,132.141,56.1118,31475.025,48975.4,19238.275,310.6215,483.519,189.85825
"1495","Motorized vehicle with three or more wheels","Female","45-64",8996.56,13556.7,5664.295,86.680025,130.61,54.612425,22264.075,37398.55,12414.87,214.2865,359.169,119.77925
"1496","Motorized vehicle with three or more wheels","Female","65+",7897.7,11887.36,5085.36,69.86625,105.63,44.60015,19080.9,30581,12572.54,173.0035,277.0545,110.1475
"1497","Motorized vehicle with three or more wheels","Male","00-14",2420.537,3901.036,1453.601,12.365265,20.11128,7.308295,23349.15,42621.9,14054.45,155.8795,292.4045,91.27985
"1498","Motorized vehicle with three or more wheels","Male","15-24",11039.845,17027.5,6917.99,102.0025,157.3455,63.9186,186196,257949.5,128973,1721.07,2384.175,1191.91
"1499","Motorized vehicle with three or more wheels","Male","25-44",15736.925,23738.35,10137.9425,151.24075,228.128,97.4617,76280,121516.925,42920.3,726.37075,1157.87175,408.18425
"1500","Motorized vehicle with three or more wheels","Male","45-64",14847.575,22333.5,9533.9825,150.4265,226.59575,96.525325,39580.95,65444.625,19854.25,393.665,649.84125,196.906
"1501","Motorized vehicle with three or more wheels","Male","65+",12438.815,18593.1,8155.49,144.796,216.471,94.5488,24618.5,39454.75,14420.505,285.478,462.2835,157.5365
"1502","Motorized vehicle with two wheels","Female","00-14",39.60564,64.09264,23.1688755,0.2057621,0.3355083,0.119055315,356.317,632.84,168.44335,2.24412,4.04133,1.0170875
"1503","Motorized vehicle with two wheels","Female","15-24",221.5985,335.6855,138.0372,2.150205,3.257235,1.339369,2492.92,4563.53,1184.942,24.2186,44.3537,11.50777
"1504","Motorized vehicle with two wheels","Female","25-44",661.485,985.70275,419.87225,6.5325625,9.7326775,4.1472425,2205.755,3780.7275,956.11575,21.77195,37.319525,9.4543775
"1505","Motorized vehicle with two wheels","Female","45-64",644.8915,971.82,405.563,6.0630625,9.13685,3.8149775,1612.3835,2829.2225,390.1865,15.13702,26.60895,3.60157
"1506","Motorized vehicle with two wheels","Female","65+",105.95175,160.256,67.22015,1.2299565,1.8685675,0.7755525,269.0895,464.077,64.20555,3.176485,5.64887,0.6467665
"1507","Motorized vehicle with two wheels","Male","00-14",248.773435,398.13295,150.641715,1.22568915,1.966309,0.73920165,1611.084,2659.251,840.3555,9.06805,15.00653,4.51441
"1508","Motorized vehicle with two wheels","Male","15-24",1579.9625,2421.105,990.05,14.55819,22.3109,9.1226,26040.55,42996.6,14684.15,240.0235,396.4805,135.26945
"1509","Motorized vehicle with two wheels","Male","25-44",4267.6225,6432.4575,2752.0925,41.114575,61.9686,26.521825,19802.75,32459.275,9077.0725,189.1855,310.07925,86.44345
"1510","Motorized vehicle with two wheels","Male","45-64",4395.015,6602.7425,2822.62,43.96155,66.12975,28.216725,11929.44,22050.4,2476.8525,117.322225,218.297,23.72709
"1511","Motorized vehicle with two wheels","Male","65+",1130.7505,1698.535,735.4325,15.723995,23.5816,10.19553,2230.55,3837.13,393.71,30.99135,54.3203,5.044185
"1512","Mouth cancer","Female","15-24",8.829485,93.9116,0,0.08572935,0.910158,0,220.339,687.6745,44.72795,2.14028,6.67969,0.434248
"1513","Mouth cancer","Female","25-44",43.461075,263.21225,0,0.42719275,2.59583,0,866.16525,1835.5265,318.73835,8.5182375,18.1101525,3.12594
"1514","Mouth cancer","Female","45-64",255.78375,790.523,16.13815,2.5811425,7.8840275,0.17011775,4376.545,7920.4425,2226.3575,43.8279,79.431125,22.354575
"1515","Mouth cancer","Female","65+",765.7515,1564.209,267.93845,6.19128,13.61625,1.786184,7910.13,12030.595,5178.79,70.2644,109.7003,43.4687
"1516","Mouth cancer","Male","15-24",6.20576,43.57925,0,0.0573164,0.4016745,0,288.717,656.4655,100.8374,2.668345,6.069405,0.9315815
"1517","Mouth cancer","Male","25-44",60.544875,334.76425,0,0.58422125,3.2190475,0,1534.6425,2823.485,736.5055,14.80792,27.2584,7.1048275
"1518","Mouth cancer","Male","45-64",579.855,1414.287,102.681225,6.2045475,14.97563,1.1287515,11241.3475,17037.7,7056.335,118.987275,179.725925,74.87535
"1519","Mouth cancer","Male","65+",1115.6465,2020.03,466.6555,12.56145,23.63975,4.78463,13005.25,18063.5,9168.965,157.656,224.802,108.349
"1520","Multiple myeloma","Female","15-24",0.681256,0,0,0.006603185,0,0,20.62495,80.4586,1.960885,0.200541,0.782325,0.01909735
"1521","Multiple myeloma","Female","25-44",23.85271,185.88675,0,0.233558975,1.8364725,0,1020.376225,2961.0385,237.05555,9.97045575,28.98051,2.308274
"1522","Multiple myeloma","Female","45-64",318.097,1025.36425,7.231025,3.2342575,10.2978925,0.07949025,10254.8225,20679.375,4436.7275,104.358975,209.689,45.3178
"1523","Multiple myeloma","Female","65+",1171.8595,2597.06,346.8753,9.49478,22.74485,2.379501,25819.9,46339.25,12234.875,225.44,423.528,103.11665
"1524","Multiple myeloma","Male","15-24",1.0256735,0,0,0.009452875,0,0,87.4836,273.0885,18.40025,0.8054895,2.516685,0.1691643
"1525","Multiple myeloma","Male","25-44",39.1717075,240.694625,0,0.378190525,2.33381075,0,1522.62775,4090.4905,390.9607,14.7014725,39.4966525,3.7759645
"1526","Multiple myeloma","Male","45-64",436.57775,1206.49375,33.318725,4.7240825,12.8876375,0.39451275,14047.3675,26273.125,6322.59,151.475275,282.7655,68.2219
"1527","Multiple myeloma","Male","65+",1310,2720.295,418.4455,14.1096,30.0172,4.15817,30984.5,55993.6,14190.19,351.9265,638.5895,160.299
"1528","Multiple sclerosis","Female","00-14",160.12,530.361,0,0.813953,2.69603,0,0,0,0,0,0,0
"1529","Multiple sclerosis","Female","15-24",662.3345,1424.185,123.893,6.43092,13.834365,1.19915,147.91,324.9225,51.5145,1.43161,3.144895,0.4986035
"1530","Multiple sclerosis","Female","25-44",4308.1225,6639.215,2425.635,42.5963,65.64575,23.9791,2351.5925,4791.8375,900.37675,23.113355,47.134,8.834395
"1531","Multiple sclerosis","Female","45-64",5213.6475,7844.975,3085.775,49.856775,75.1296,29.497925,8879.6925,17475.975,4074.3575,87.039875,171.9825,39.74735
"1532","Multiple sclerosis","Female","65+",2390.9,3631.305,1369.125,24.1576,37.31675,13.536565,5866.125,11335.5,2592.22,60.522,121.55805,26.09605
"1533","Multiple sclerosis","Male","00-14",80.8194,369.28,0,0.392626,1.79399,0,0,0,0,0,0,0
"1534","Multiple sclerosis","Male","15-24",342.544,898.254,0,3.159945,8.293285,0,104.1195,197.866,46.81975,0.955885,1.81654,0.4298365
"1535","Multiple sclerosis","Male","25-44",2182.1775,3676.275,1004.0395,21.101175,35.511225,9.7424625,1254.29575,2588.64175,480.28075,12.1253125,25.0202825,4.641415
"1536","Multiple sclerosis","Male","45-64",2455.3875,4015.775,1244.5905,24.488525,40.092275,12.336995,5047.43,10533.7825,2095.645,52.191625,109.32855,21.656
"1537","Multiple sclerosis","Male","65+",925.606,1600.61,443.2335,11.96287,20.96385,5.55673,3229.135,6240.96,1359.88,40.7392,81.70075,16.4844
"1538","Musculoskeletal disorders","Female","00-14",106606,147143,75011,541.922,747.984,381.311,2026.09,3914.84,976.681,10.2994,19.9007,4.96486
"1539","Musculoskeletal disorders","Female","15-24",193179,249885,142981,1877.76,2429.195,1389.725,4655.58,10759.975,1669.35,45.22575,104.5323,16.21615
"1540","Musculoskeletal disorders","Female","25-44",351817.5,434303,273200.25,3474.4675,4289.2825,2697.89,8769.825,19829.45,3393.3925,86.513875,195.8395,33.428525
"1541","Musculoskeletal disorders","Female","45-64",545495.75,662210.25,435678.5,5350.015,6491.3475,4277.86,18315.9,39447.775,8200.095,181.5365,389.5515,81.56015
"1542","Musculoskeletal disorders","Female","65+",746423,899539.5,601220,6538.22,7852.88,5277.5,39266.85,72893.05,21149.855,324.3085,617.4255,172.1615
"1543","Musculoskeletal disorders","Male","00-14",101715,139459,68654,494.141,677.501,333.526,1096.62,2103.3,525.977,5.32746,10.218,2.55523
"1544","Musculoskeletal disorders","Male","15-24",146713.5,197389,99832.2,1356.165,1824.6,922.8685,2021.41,4293.32,897.027,18.67045,39.66335,8.282225
"1545","Musculoskeletal disorders","Male","25-44",271746,347738,198274.5,2614.2725,3345.7,1907.185,3387.695,6984.6025,1336.9125,32.59975,67.216375,12.854535
"1546","Musculoskeletal disorders","Male","45-64",374134.75,469275.25,280203.25,3840.195,4809.42,2882.7,9737.2625,20666.375,4258.2675,101.8634,216.534,44.643875
"1547","Musculoskeletal disorders","Male","65+",391423.5,485053,301151,4571.15,5646.57,3525.765,18610.56,34238.9,9403.53,205.1055,385.717,99.4004
"1548","Nasopharynx cancer","Female","00-14",0.153924,0,0,0.000782459,0,0,190.026,475.621,57.6292,0.965975,2.41777,0.292952
"1549","Nasopharynx cancer","Female","15-24",2.420375,15.9673,0,0.02349755,0.1552015,0,188.738,670.35,33.16155,1.83437,6.521395,0.32154
"1550","Nasopharynx cancer","Female","25-44",6.91868,90.01085,0,0.0680854,0.88497375,0,438.96575,1104.88525,127.884775,4.3316125,10.90948,1.26235875
"1551","Nasopharynx cancer","Female","45-64",24.511425,223.72725,0,0.241833,2.1798475,0,1479.19,3068.8375,590.30625,14.640975,30.16585,5.8847775
"1552","Nasopharynx cancer","Female","65+",44.1169,205.867,0,0.378074,1.976065,0,1743.54,3072.065,883.561,16.6476,30.96715,7.9701
"1553","Nasopharynx cancer","Male","00-14",2.70597,20.002,0,0.0131458,0.097171,0,359.117,925.707,98.5352,1.74461,4.49715,0.478691
"1554","Nasopharynx cancer","Male","15-24",4.31408,23.4246,0,0.0399204,0.2166675,0,323.3225,767.763,95.9544,2.98693,7.09654,0.885766
"1555","Nasopharynx cancer","Male","25-44",14.9545325,141.985225,0,0.144215925,1.376039,0,913.2775,2041.55025,316.044,8.80604,19.66024,3.04912
"1556","Nasopharynx cancer","Male","45-64",60.3675,319.801,0,0.621063,3.2572925,0,3488.225,6898.33,1493.0675,36.0267,70.777625,15.5712
"1557","Nasopharynx cancer","Male","65+",69.7423,254.24,3.067805,0.8144555,3.225375,0.02667445,3080.02,5134.2,1630.875,37.7345,64.0478,19.668
"1558","Neck pain","Female","00-14",59024.2,84310.1,40339.4,300.044,428.582,205.061,0,0,0,0,0,0
"1559","Neck pain","Female","15-24",65072.35,91175.15,43886.7,633.122,887.0835,427.001,0,0,0,0,0,0
"1560","Neck pain","Female","25-44",90110.1,125969.9,60519.375,889.85375,1243.905,597.74325,0,0,0,0,0,0
"1561","Neck pain","Female","45-64",118243.25,162808.5,80838.625,1142.9925,1573.5925,781.55225,0,0,0,0,0,0
"1562","Neck pain","Female","65+",109558,150173.2,75019.55,983.603,1347.485,673.922,0,0,0,0,0,0
"1563","Neck pain","Male","00-14",48203.1,67684.5,32038.8,234.174,328.816,155.647,0,0,0,0,0,0
